Date,Stock,Code,Open,High,Low,Close,Volume
2025-12-03 02:00:00+00:00,삼성전자,005930,105100.0,105100.0,104500.0,104700.0,988716
2025-12-03 03:00:00+00:00,삼성전자,005930,104750.0,105200.0,104400.0,105150.0,1080634
2025-12-03 04:00:00+00:00,삼성전자,005930,105200.0,105200.0,104900.0,105200.0,1282858
2025-12-03 05:00:00+00:00,삼성전자,005930,105200.0,105400.0,104900.0,105000.0,1705572
2025-12-04 00:00:00+00:00,삼성전자,005930,103900.0,104300.0,103200.0,103550.0,3064798
2025-12-04 01:00:00+00:00,삼성전자,005930,103500.0,104500.0,103300.0,103700.0,1788992
2025-12-04 02:00:00+00:00,삼성전자,005930,103600.0,103900.0,103300.0,103700.0,1093571
2025-12-04 03:00:00+00:00,삼성전자,005930,103700.0,104000.0,103500.0,103900.0,695445
2025-12-04 04:00:00+00:00,삼성전자,005930,103900.0,104900.0,103900.0,104700.0,1622568
2025-12-04 05:00:00+00:00,삼성전자,005930,104700.0,104900.0,104200.0,104900.0,1484613
2025-12-05 00:00:00+00:00,삼성전자,005930,105300.0,105900.0,104600.0,105850.0,5169691
2025-12-05 01:00:00+00:00,삼성전자,005930,105800.0,107900.0,105800.0,106900.0,4606456
2025-12-05 02:00:00+00:00,삼성전자,005930,106900.0,107200.0,106800.0,107000.0,1248796
2025-12-05 03:00:00+00:00,삼성전자,005930,107050.0,107500.0,106600.0,107300.0,1361125
2025-12-05 04:00:00+00:00,삼성전자,005930,107200.0,107400.0,106900.0,107000.0,1370895
2025-12-05 05:00:00+00:00,삼성전자,005930,107000.0,107900.0,106900.0,107800.0,2528634
2025-11-27 00:00:00+00:00,SK하이닉스,000660,535000.0,553000.0,533000.0,552000.0,0
2025-11-27 01:00:00+00:00,SK하이닉스,000660,551000.0,556000.0,546000.0,548000.0,635178
2025-11-27 02:00:00+00:00,SK하이닉스,000660,547000.0,549000.0,540000.0,541000.0,359879
2025-11-27 03:00:00+00:00,SK하이닉스,000660,541000.0,543000.0,537000.0,541000.0,257873
2025-11-27 04:00:00+00:00,SK하이닉스,000660,541000.0,543000.0,536000.0,541500.0,248705
2025-11-27 05:00:00+00:00,SK하이닉스,000660,541500.0,545000.0,539000.0,545000.0,299331
2025-11-28 00:00:00+00:00,SK하이닉스,000660,551000.0,552000.0,534000.0,537000.0,693337
2025-11-28 01:00:00+00:00,SK하이닉스,000660,536500.0,542500.0,532000.0,540500.0,422206
2025-11-28 02:00:00+00:00,SK하이닉스,000660,541000.0,542000.0,536000.0,538000.0,215994
2025-11-28 03:00:00+00:00,SK하이닉스,000660,538500.0,539000.0,535000.0,535500.0,185176
2025-11-28 04:00:00+00:00,SK하이닉스,000660,536000.0,537000.0,533000.0,534500.0,260999
2025-11-28 05:00:00+00:00,SK하이닉스,000660,534000.0,536000.0,531000.0,531000.0,312284
2025-12-01 00:00:00+00:00,SK하이닉스,000660,542000.0,545000.0,525000.0,528000.0,0
2025-12-01 01:00:00+00:00,SK하이닉스,000660,528000.0,536000.0,526000.0,534500.0,368693
2025-12-01 02:00:00+00:00,SK하이닉스,000660,535000.0,538000.0,531000.0,535000.0,234892
2025-12-01 03:00:00+00:00,SK하이닉스,000660,535500.0,543000.0,534000.0,543000.0,313389
2025-12-01 04:00:00+00:00,SK하이닉스,000660,542000.0,545000.0,541000.0,543000.0,418453
2025-12-01 05:00:00+00:00,SK하이닉스,000660,543500.0,544000.0,537000.0,542500.0,361039
2025-12-02 00:00:00+00:00,SK하이닉스,000660,548000.0,557000.0,542000.0,555500.0,990240
2025-12-02 01:00:00+00:00,SK하이닉스,000660,556000.0,557000.0,554000.0,557000.0,352366
2025-12-02 02:00:00+00:00,SK하이닉스,000660,557000.0,559000.0,555000.0,558500.0,258128
2025-12-02 03:00:00+00:00,SK하이닉스,000660,558000.0,559000.0,552000.0,556000.0,276372
2025-12-02 04:00:00+00:00,SK하이닉스,000660,556500.0,558000.0,555500.0,555500.0,199214
2025-12-02 05:00:00+00:00,SK하이닉스,000660,556000.0,558000.0,553000.0,555500.0,235128
2025-12-03 00:00:00+00:00,SK하이닉스,000660,550000.0,557000.0,544000.0,552000.0,919798
2025-12-03 01:00:00+00:00,SK하이닉스,000660,551000.0,559000.0,551000.0,557000.0,430702
2025-12-03 02:00:00+00:00,SK하이닉스,000660,557500.0,558000.0,554000.0,555000.0,175292
2025-12-03 03:00:00+00:00,SK하이닉스,000660,555000.0,558000.0,553000.0,555500.0,204173
2025-12-03 04:00:00+00:00,SK하이닉스,000660,555000.0,557000.0,554000.0,555500.0,241592
2025-12-03 05:00:00+00:00,SK하이닉스,000660,555000.0,557000.0,553000.0,554000.0,287189
2025-12-04 00:00:00+00:00,SK하이닉스,000660,542000.0,543000.0,532000.0,535000.0,1052239
2025-12-04 01:00:00+00:00,SK하이닉스,000660,535500.0,540000.0,533000.0,535000.0,329687
2025-12-04 02:00:00+00:00,SK하이닉스,000660,535000.0,536000.0,532000.0,534000.0,292789
2025-12-04 03:00:00+00:00,SK하이닉스,000660,533500.0,536000.0,532000.0,534000.0,172066
2025-12-04 04:00:00+00:00,SK하이닉스,000660,534000.0,538000.0,534000.0,536500.0,330241
2025-12-04 05:00:00+00:00,SK하이닉스,000660,536500.0,542000.0,536000.0,542000.0,353934
2025-12-05 00:00:00+00:00,SK하이닉스,000660,530000.0,535000.0,527000.0,533000.0,1051984
2025-12-05 01:00:00+00:00,SK하이닉스,000660,532500.0,540000.0,532000.0,535000.0,461483
2025-12-05 02:00:00+00:00,SK하이닉스,000660,534000.0,539000.0,533000.0,538000.0,248548
2025-12-05 03:00:00+00:00,SK하이닉스,000660,537500.0,539000.0,536000.0,537000.0,198396
2025-12-05 04:00:00+00:00,SK하이닉스,000660,537000.0,539000.0,534000.0,538000.0,284244
2025-12-05 05:00:00+00:00,SK하이닉스,000660,538000.0,546000.0,537000.0,544000.0,476701
2025-11-27 00:00:00+00:00,LG에너지솔루션,373220,437000.0,438000.0,432500.0,437500.0,0
2025-11-27 01:00:00+00:00,LG에너지솔루션,373220,437500.0,440500.0,436500.0,440000.0,20903
2025-11-27 02:00:00+00:00,LG에너지솔루션,373220,440000.0,444500.0,440000.0,440000.0,31176
2025-11-27 03:00:00+00:00,LG에너지솔루션,373220,440500.0,440500.0,434500.0,435000.0,45308
2025-11-27 04:00:00+00:00,LG에너지솔루션,373220,434500.0,437500.0,434000.0,434500.0,109373
2025-11-27 05:00:00+00:00,LG에너지솔루션,373220,434500.0,437000.0,434000.0,437000.0,67128
2025-11-28 00:00:00+00:00,LG에너지솔루션,373220,441500.0,442500.0,415000.0,415500.0,167506
2025-11-28 01:00:00+00:00,LG에너지솔루션,373220,415500.0,416500.0,410500.0,413000.0,145998
2025-11-28 02:00:00+00:00,LG에너지솔루션,373220,412500.0,414500.0,410000.0,410500.0,105974
2025-11-28 03:00:00+00:00,LG에너지솔루션,373220,410500.0,411000.0,409000.0,410500.0,76350
2025-11-28 04:00:00+00:00,LG에너지솔루션,373220,410500.0,411500.0,409000.0,409500.0,67417
2025-11-28 05:00:00+00:00,LG에너지솔루션,373220,409500.0,410000.0,408000.0,408000.0,83747
2025-12-01 00:00:00+00:00,LG에너지솔루션,373220,411500.0,416000.0,406000.0,408000.0,0
2025-12-01 01:00:00+00:00,LG에너지솔루션,373220,408000.0,416500.0,408000.0,416000.0,63441
2025-12-01 02:00:00+00:00,LG에너지솔루션,373220,416500.0,417500.0,412000.0,413000.0,33174
2025-12-01 03:00:00+00:00,LG에너지솔루션,373220,412500.0,414500.0,412500.0,413500.0,22241
2025-12-01 04:00:00+00:00,LG에너지솔루션,373220,413500.0,415500.0,413000.0,413500.0,25739
2025-12-01 05:00:00+00:00,LG에너지솔루션,373220,413500.0,414000.0,410500.0,411500.0,31983
2025-12-02 00:00:00+00:00,LG에너지솔루션,373220,415000.0,416000.0,410000.0,414500.0,41951
2025-12-02 01:00:00+00:00,LG에너지솔루션,373220,414250.0,415000.0,410500.0,413000.0,32157
2025-12-02 02:00:00+00:00,LG에너지솔루션,373220,413500.0,413500.0,411000.0,413000.0,25571
2025-12-02 03:00:00+00:00,LG에너지솔루션,373220,413000.0,413500.0,411500.0,413000.0,15343
2025-12-02 04:00:00+00:00,LG에너지솔루션,373220,413500.0,414500.0,412000.0,414000.0,15928
2025-12-02 05:00:00+00:00,LG에너지솔루션,373220,414000.0,415000.0,413000.0,413500.0,25248
2025-12-03 00:00:00+00:00,LG에너지솔루션,373220,416000.0,422000.0,413500.0,419500.0,45064
2025-12-03 01:00:00+00:00,LG에너지솔루션,373220,419000.0,424500.0,417500.0,423500.0,56460
2025-12-03 02:00:00+00:00,LG에너지솔루션,373220,424000.0,424000.0,419500.0,420000.0,35389
2025-12-03 03:00:00+00:00,LG에너지솔루션,373220,420000.0,422000.0,417000.0,420500.0,42292
2025-12-03 04:00:00+00:00,LG에너지솔루션,373220,420000.0,420500.0,417000.0,418000.0,17391
2025-12-03 05:00:00+00:00,LG에너지솔루션,373220,417500.0,419500.0,417500.0,418500.0,15552
2025-12-04 00:00:00+00:00,LG에너지솔루션,373220,420500.0,422500.0,414000.0,415000.0,54275
2025-12-04 01:00:00+00:00,LG에너지솔루션,373220,415000.0,416500.0,412500.0,413000.0,69967
2025-12-04 02:00:00+00:00,LG에너지솔루션,373220,412500.0,413000.0,409000.0,409500.0,40226
2025-12-04 03:00:00+00:00,LG에너지솔루션,373220,409500.0,410000.0,407000.0,407500.0,38711
2025-12-04 04:00:00+00:00,LG에너지솔루션,373220,407500.0,408500.0,406500.0,408000.0,46363
2025-12-04 05:00:00+00:00,LG에너지솔루션,373220,408000.0,408000.0,405500.0,405500.0,71848
2025-12-05 00:00:00+00:00,LG에너지솔루션,373220,413500.0,427000.0,412500.0,425000.0,121279
2025-12-05 01:00:00+00:00,LG에너지솔루션,373220,424500.0,426500.0,419500.0,420500.0,74298
2025-12-05 02:00:00+00:00,LG에너지솔루션,373220,420500.0,422500.0,418500.0,422500.0,50549
2025-12-05 03:00:00+00:00,LG에너지솔루션,373220,422000.0,422500.0,420000.0,421000.0,34115
2025-12-05 04:00:00+00:00,LG에너지솔루션,373220,421000.0,425000.0,420500.0,421500.0,38609
2025-12-05 05:00:00+00:00,LG에너지솔루션,373220,421750.0,425000.0,421500.0,424000.0,74191
2025-11-27 00:00:00+00:00,삼성바이오로직스,207940,1662000.0,1677000.0,1640000.0,1677000.0,0
2025-11-27 01:00:00+00:00,삼성바이오로직스,207940,1677000.0,1680000.0,1668000.0,1672000.0,6668
2025-11-27 02:00:00+00:00,삼성바이오로직스,207940,1671000.0,1687000.0,1670000.0,1672000.0,7571
2025-11-27 03:00:00+00:00,삼성바이오로직스,207940,1671000.0,1681000.0,1667000.0,1674000.0,4263
2025-11-27 04:00:00+00:00,삼성바이오로직스,207940,1674000.0,1684000.0,1670000.0,1672000.0,10530
2025-11-27 05:00:00+00:00,삼성바이오로직스,207940,1672000.0,1674000.0,1650000.0,1652000.0,9828
2025-11-28 00:00:00+00:00,삼성바이오로직스,207940,1653000.0,1655000.0,1605000.0,1625000.0,13545
2025-11-28 01:00:00+00:00,삼성바이오로직스,207940,1626000.0,1629000.0,1616000.0,1618000.0,5990
2025-11-28 02:00:00+00:00,삼성바이오로직스,207940,1617000.0,1618000.0,1608000.0,1614000.0,6202
2025-11-28 03:00:00+00:00,삼성바이오로직스,207940,1614000.0,1621000.0,1611000.0,1620000.0,4040
2025-11-28 04:00:00+00:00,삼성바이오로직스,207940,1620000.0,1627000.0,1615000.0,1619000.0,4943
2025-11-28 05:00:00+00:00,삼성바이오로직스,207940,1619000.0,1621000.0,1615000.0,1616000.0,4933
2025-12-01 00:00:00+00:00,삼성바이오로직스,207940,1629000.0,1662000.0,1623000.0,1629000.0,0
2025-12-01 01:00:00+00:00,삼성바이오로직스,207940,1629000.0,1649000.0,1629000.0,1648000.0,4355
2025-12-01 02:00:00+00:00,삼성바이오로직스,207940,1647000.0,1660000.0,1647000.0,1652000.0,5657
2025-12-01 03:00:00+00:00,삼성바이오로직스,207940,1655000.0,1661000.0,1650000.0,1654000.0,4639
2025-12-01 04:00:00+00:00,삼성바이오로직스,207940,1654000.0,1655000.0,1641000.0,1643000.0,4449
2025-12-01 05:00:00+00:00,삼성바이오로직스,207940,1643000.0,1645000.0,1629000.0,1640000.0,6384
2025-12-02 00:00:00+00:00,삼성바이오로직스,207940,1662000.0,1663000.0,1647000.0,1653000.0,7384
2025-12-02 01:00:00+00:00,삼성바이오로직스,207940,1654000.0,1657000.0,1649000.0,1655000.0,3950
2025-12-02 02:00:00+00:00,삼성바이오로직스,207940,1656000.0,1661000.0,1653000.0,1653000.0,3487
2025-12-02 03:00:00+00:00,삼성바이오로직스,207940,1653000.0,1655000.0,1646000.0,1650000.0,3309
2025-12-02 04:00:00+00:00,삼성바이오로직스,207940,1650000.0,1653000.0,1647000.0,1647000.0,3288
2025-12-02 05:00:00+00:00,삼성바이오로직스,207940,1648000.0,1650000.0,1646000.0,1646000.0,3993
2025-12-03 00:00:00+00:00,삼성바이오로직스,207940,1659000.0,1670000.0,1652000.0,1662000.0,8341
2025-12-03 01:00:00+00:00,삼성바이오로직스,207940,1663000.0,1665000.0,1653000.0,1662000.0,4866
2025-12-03 02:00:00+00:00,삼성바이오로직스,207940,1662000.0,1694000.0,1654000.0,1658000.0,11322
2025-12-03 03:00:00+00:00,삼성바이오로직스,207940,1657000.0,1666000.0,1655000.0,1659000.0,4798
2025-12-03 04:00:00+00:00,삼성바이오로직스,207940,1659000.0,1659000.0,1652000.0,1656000.0,3888
2025-12-03 05:00:00+00:00,삼성바이오로직스,207940,1655000.0,1657000.0,1653000.0,1654000.0,4384
2025-12-04 00:00:00+00:00,삼성바이오로직스,207940,1677000.0,1693000.0,1666000.0,1666000.0,9777
2025-12-04 01:00:00+00:00,삼성바이오로직스,207940,1666000.0,1667000.0,1651000.0,1652000.0,4576
2025-12-04 02:00:00+00:00,삼성바이오로직스,207940,1651000.0,1662000.0,1650000.0,1659000.0,3485
2025-12-04 03:00:00+00:00,삼성바이오로직스,207940,1660000.0,1667000.0,1659000.0,1663000.0,2861
2025-12-04 04:00:00+00:00,삼성바이오로직스,207940,1663000.0,1678000.0,1663000.0,1670000.0,4266
2025-12-04 05:00:00+00:00,삼성바이오로직스,207940,1670000.0,1673000.0,1663000.0,1665000.0,3553
2025-12-05 00:00:00+00:00,삼성바이오로직스,207940,1667000.0,1677500.0,1647000.0,1661000.0,11393
2025-12-05 01:00:00+00:00,삼성바이오로직스,207940,1661000.0,1663000.0,1648000.0,1651000.0,6002
2025-12-05 02:00:00+00:00,삼성바이오로직스,207940,1651000.0,1653000.0,1644000.0,1649000.0,6358
2025-12-05 03:00:00+00:00,삼성바이오로직스,207940,1649000.0,1654500.0,1645000.0,1654000.0,3829
2025-12-05 04:00:00+00:00,삼성바이오로직스,207940,1655000.0,1655000.0,1643000.0,1644000.0,6222
2025-12-05 05:00:00+00:00,삼성바이오로직스,207940,1643000.0,1649000.0,1642000.0,1644000.0,9499
2025-11-27 00:00:00+00:00,삼성전자우,005935,77900.0,78800.0,77800.0,78400.0,0
2025-11-27 01:00:00+00:00,삼성전자우,005935,78300.0,78500.0,77900.0,78000.0,196251
2025-11-27 02:00:00+00:00,삼성전자우,005935,78000.0,78000.0,77500.0,77550.0,147640
2025-11-27 03:00:00+00:00,삼성전자우,005935,77550.0,77600.0,77100.0,77300.0,135602
2025-11-27 04:00:00+00:00,삼성전자우,005935,77250.0,77500.0,77100.0,77400.0,100939
2025-11-27 05:00:00+00:00,삼성전자우,005935,77400.0,77400.0,77100.0,77300.0,103744
2025-11-28 00:00:00+00:00,삼성전자우,005935,77300.0,77400.0,75600.0,75750.0,427800
2025-11-28 01:00:00+00:00,삼성전자우,005935,75750.0,75800.0,75300.0,75800.0,279598
2025-11-28 02:00:00+00:00,삼성전자우,005935,75800.0,75800.0,75400.0,75600.0,76123
2025-11-28 03:00:00+00:00,삼성전자우,005935,75600.0,75700.0,75300.0,75500.0,79459
2025-11-28 04:00:00+00:00,삼성전자우,005935,75500.0,75700.0,75300.0,75500.0,81689
2025-11-28 05:00:00+00:00,삼성전자우,005935,75500.0,75500.0,75300.0,75400.0,109958
2025-12-01 00:00:00+00:00,삼성전자우,005935,77100.0,77200.0,75100.0,75200.0,0
2025-12-01 01:00:00+00:00,삼성전자우,005935,75200.0,76100.0,75200.0,76100.0,109506
2025-12-01 02:00:00+00:00,삼성전자우,005935,76100.0,76200.0,75600.0,75600.0,77928
2025-12-01 03:00:00+00:00,삼성전자우,005935,75700.0,75900.0,75600.0,75900.0,59086
2025-12-01 04:00:00+00:00,삼성전자우,005935,75900.0,76000.0,75600.0,75900.0,151413
2025-12-01 05:00:00+00:00,삼성전자우,005935,75800.0,75900.0,75500.0,75900.0,170022
2025-12-02 00:00:00+00:00,삼성전자우,005935,78300.0,78300.0,76500.0,77400.0,761678
2025-12-02 01:00:00+00:00,삼성전자우,005935,77400.0,77900.0,77400.0,77900.0,277599
2025-12-02 02:00:00+00:00,삼성전자우,005935,77900.0,77900.0,77700.0,77800.0,136906
2025-12-02 03:00:00+00:00,삼성전자우,005935,77900.0,77900.0,77600.0,77850.0,166910
2025-12-02 04:00:00+00:00,삼성전자우,005935,77900.0,77900.0,77500.0,77500.0,170656
2025-12-02 05:00:00+00:00,삼성전자우,005935,77600.0,77900.0,77300.0,77600.0,292870
2025-12-03 00:00:00+00:00,삼성전자우,005935,78100.0,78500.0,77500.0,78300.0,647986
2025-12-03 01:00:00+00:00,삼성전자우,005935,78300.0,78800.0,78200.0,78600.0,267756
2025-12-03 02:00:00+00:00,삼성전자우,005935,78600.0,78800.0,78300.0,78400.0,114225
2025-12-03 03:00:00+00:00,삼성전자우,005935,78500.0,78800.0,78300.0,78800.0,166175
2025-12-03 04:00:00+00:00,삼성전자우,005935,78700.0,78800.0,78400.0,78700.0,148839
2025-12-03 05:00:00+00:00,삼성전자우,005935,78600.0,78800.0,78300.0,78400.0,202791
2025-12-04 00:00:00+00:00,삼성전자우,005935,77400.0,77900.0,77200.0,77300.0,375477
2025-12-04 01:00:00+00:00,삼성전자우,005935,77250.0,77900.0,77100.0,77600.0,234028
2025-12-04 02:00:00+00:00,삼성전자우,005935,77600.0,78000.0,77400.0,77900.0,151806
2025-12-04 03:00:00+00:00,삼성전자우,005935,77800.0,78200.0,77700.0,78100.0,115675
2025-12-04 04:00:00+00:00,삼성전자우,005935,78200.0,78600.0,78000.0,78500.0,278137
2025-12-04 05:00:00+00:00,삼성전자우,005935,78400.0,78600.0,78300.0,78500.0,185979
2025-12-05 00:00:00+00:00,삼성전자우,005935,78900.0,79000.0,78300.0,78800.0,356944
2025-12-05 01:00:00+00:00,삼성전자우,005935,78800.0,80100.0,78700.0,79200.0,713493
2025-12-05 02:00:00+00:00,삼성전자우,005935,79200.0,79400.0,79100.0,79300.0,125099
2025-12-05 03:00:00+00:00,삼성전자우,005935,79300.0,79600.0,79300.0,79600.0,170137
2025-12-05 04:00:00+00:00,삼성전자우,005935,79600.0,79700.0,79400.0,79500.0,107704
2025-12-05 05:00:00+00:00,삼성전자우,005935,79500.0,80000.0,79500.0,80000.0,241785
2025-11-27 00:00:00+00:00,현대차,005380,261500.0,262500.0,260000.0,260500.0,0
2025-11-27 01:00:00+00:00,현대차,005380,261000.0,261500.0,260000.0,260000.0,30459
2025-11-27 02:00:00+00:00,현대차,005380,260000.0,261000.0,260000.0,260000.0,20388
2025-11-27 03:00:00+00:00,현대차,005380,260250.0,260500.0,259500.0,260000.0,21060
2025-11-27 04:00:00+00:00,현대차,005380,259500.0,262000.0,259500.0,260500.0,46984
2025-11-27 05:00:00+00:00,현대차,005380,260750.0,261500.0,260500.0,261000.0,30235
2025-11-28 00:00:00+00:00,현대차,005380,261500.0,265500.0,260500.0,263500.0,183697
2025-11-28 01:00:00+00:00,현대차,005380,263500.0,263500.0,261500.0,262000.0,49438
2025-11-28 02:00:00+00:00,현대차,005380,262500.0,262500.0,260500.0,261000.0,42642
2025-11-28 03:00:00+00:00,현대차,005380,261000.0,261000.0,259000.0,261000.0,73053
2025-11-28 04:00:00+00:00,현대차,005380,260500.0,261500.0,259500.0,260500.0,35898
2025-11-28 05:00:00+00:00,현대차,005380,260500.0,262000.0,260000.0,261000.0,40872
2025-12-01 00:00:00+00:00,현대차,005380,261000.0,261500.0,253500.0,253500.0,0
2025-12-01 01:00:00+00:00,현대차,005380,253750.0,258000.0,253500.0,256500.0,81811
2025-12-01 02:00:00+00:00,현대차,005380,256500.0,257250.0,255000.0,255500.0,38319
2025-12-01 03:00:00+00:00,현대차,005380,255500.0,256000.0,254500.0,255500.0,46222
2025-12-01 04:00:00+00:00,현대차,005380,255500.0,256000.0,254500.0,255000.0,50733
2025-12-01 05:00:00+00:00,현대차,005380,255500.0,255500.0,254500.0,254500.0,56917
2025-12-02 00:00:00+00:00,현대차,005380,257500.0,267500.0,257000.0,266000.0,427205
2025-12-02 01:00:00+00:00,현대차,005380,265500.0,267000.0,265500.0,266000.0,132781
2025-12-02 02:00:00+00:00,현대차,005380,266000.0,266500.0,265500.0,265500.0,69551
2025-12-02 03:00:00+00:00,현대차,005380,265500.0,266500.0,265000.0,266500.0,73373
2025-12-02 04:00:00+00:00,현대차,005380,266500.0,267000.0,266000.0,266500.0,85134
2025-12-02 05:00:00+00:00,현대차,005380,266500.0,266500.0,265000.0,265500.0,97081
2025-12-03 00:00:00+00:00,현대차,005380,266500.0,267000.0,263000.0,265500.0,126094
2025-12-03 01:00:00+00:00,현대차,005380,265500.0,267500.0,265000.0,265500.0,75077
2025-12-03 02:00:00+00:00,현대차,005380,265500.0,267500.0,265500.0,267000.0,53625
2025-12-03 03:00:00+00:00,현대차,005380,266500.0,267000.0,265500.0,267000.0,39081
2025-12-03 04:00:00+00:00,현대차,005380,267000.0,267500.0,266500.0,267500.0,60248
2025-12-03 05:00:00+00:00,현대차,005380,267500.0,267500.0,267000.0,267500.0,50516
2025-12-04 00:00:00+00:00,현대차,005380,273000.0,278000.0,270000.0,277500.0,449967
2025-12-04 01:00:00+00:00,현대차,005380,277500.0,280000.0,276500.0,278500.0,360581
2025-12-04 02:00:00+00:00,현대차,005380,279000.0,283500.0,278000.0,282000.0,353897
2025-12-04 03:00:00+00:00,현대차,005380,282000.0,284500.0,280500.0,284500.0,236859
2025-12-04 04:00:00+00:00,현대차,005380,284000.0,284500.0,282000.0,283000.0,227028
2025-12-04 05:00:00+00:00,현대차,005380,283000.0,284000.0,282000.0,282500.0,184212
2025-12-05 00:00:00+00:00,현대차,005380,282000.0,304750.0,280000.0,303000.0,1378010
2025-12-05 01:00:00+00:00,현대차,005380,303000.0,305000.0,300000.0,303000.0,568556
2025-12-05 02:00:00+00:00,현대차,005380,303000.0,304500.0,302000.0,303000.0,204974
2025-12-05 03:00:00+00:00,현대차,005380,303000.0,306000.0,301500.0,305000.0,424131
2025-12-05 04:00:00+00:00,현대차,005380,305250.0,305500.0,303000.0,305000.0,205825
2025-12-05 05:00:00+00:00,현대차,005380,305000.0,316500.0,304500.0,316500.0,692849
2025-11-27 00:00:00+00:00,두산에너빌리티,034020,79400.0,79900.0,78500.0,78800.0,0
2025-11-27 01:00:00+00:00,두산에너빌리티,034020,78800.0,79200.0,78600.0,79000.0,319559
2025-11-27 02:00:00+00:00,두산에너빌리티,034020,79000.0,79000.0,77900.0,78000.0,376892
2025-11-27 03:00:00+00:00,두산에너빌리티,034020,77900.0,78100.0,77500.0,77900.0,312539
2025-11-27 04:00:00+00:00,두산에너빌리티,034020,77900.0,77900.0,77000.0,77500.0,304677
2025-11-27 05:00:00+00:00,두산에너빌리티,034020,77500.0,77900.0,77200.0,77500.0,276346
2025-11-28 00:00:00+00:00,두산에너빌리티,034020,77800.0,77800.0,76600.0,77200.0,707794
2025-11-28 01:00:00+00:00,두산에너빌리티,034020,77300.0,77300.0,76700.0,77100.0,250269
2025-11-28 02:00:00+00:00,두산에너빌리티,034020,77100.0,77100.0,76600.0,76650.0,217877
2025-11-28 03:00:00+00:00,두산에너빌리티,034020,76600.0,76900.0,76200.0,76300.0,254422
2025-11-28 04:00:00+00:00,두산에너빌리티,034020,76200.0,76500.0,76100.0,76300.0,217776
2025-11-28 05:00:00+00:00,두산에너빌리티,034020,76300.0,76400.0,76100.0,76200.0,217557
2025-12-01 00:00:00+00:00,두산에너빌리티,034020,77400.0,77900.0,74700.0,74700.0,0
2025-12-01 01:00:00+00:00,두산에너빌리티,034020,74700.0,75500.0,74700.0,75300.0,319436
2025-12-01 02:00:00+00:00,두산에너빌리티,034020,75300.0,75500.0,74700.0,75000.0,195238
2025-12-01 03:00:00+00:00,두산에너빌리티,034020,74950.0,75200.0,74800.0,75100.0,112043
2025-12-01 04:00:00+00:00,두산에너빌리티,034020,75100.0,75300.0,75000.0,75100.0,154613
2025-12-01 05:00:00+00:00,두산에너빌리티,034020,75000.0,75100.0,74600.0,74700.0,241345
2025-12-02 00:00:00+00:00,두산에너빌리티,034020,74600.0,76800.0,74200.0,75900.0,1421274
